Date,Open,High,Low,Close,Adj Close,Volume
2021-02-10,167.889999,167.940002,165.699997,166.809998,162.709427,5921300
2021-02-11,167.000000,167.380005,165.600006,166.059998,161.977859,4871300
2021-02-12,164.399994,166.850006,164.000000,166.580002,162.485092,4413100
2021-02-16,166.580002,167.050003,164.639999,165.070007,161.012222,5656100
2021-02-17,164.970001,166.089996,164.360001,165.660004,161.587708,6676700
2021-02-18,164.960007,166.160004,164.300003,165.740005,161.665756,5189100
2021-02-19,165.600006,165.960007,162.910004,162.979996,158.973572,8190900
2021-02-22,161.869995,162.539993,160.289993,161.869995,158.875427,6447100
2021-02-23,161.479996,163.190002,160.399994,160.440002,157.471909,7042800
2021-02-24,162.399994,164.389999,160.919998,162.589996,159.582108,10286100
2021-02-25,163.130005,163.699997,161.990005,162.759995,159.748978,9719700
2021-02-26,162.000000,162.410004,157.970001,158.460007,155.528534,14417500
2021-03-01,161.449997,161.529999,159.089996,159.320007,156.372620,10551400
2021-03-02,159.779999,160.779999,158.600006,159.020004,156.078186,7610900
2021-03-03,158.250000,158.899994,156.059998,156.220001,153.329987,8499600
2021-03-04,155.990005,156.100006,151.470001,153.070007,150.238251,11033200
2021-03-05,153.979996,156.690002,153.130005,156.100006,153.212189,8331600
2021-03-08,157.000000,159.330002,155.979996,157.399994,154.488129,6546700
2021-03-09,156.889999,160.750000,156.889999,157.699997,154.782593,7461300
2021-03-10,158.820007,159.899994,157.360001,159.149994,156.205750,6635600
2021-03-11,159.539993,160.630005,158.919998,159.139999,156.195938,6305600
2021-03-12,159.279999,160.309998,159.190002,159.600006,156.647446,5474800
2021-03-15,159.750000,160.660004,158.500000,160.419998,157.452271,5524100
2021-03-16,160.460007,161.679993,160.240005,161.369995,158.384689,6369100
2021-03-17,160.830002,161.729996,159.529999,160.770004,157.795807,6001400
2021-03-18,160.210007,161.490005,159.960007,160.470001,157.501343,4801800
2021-03-19,160.690002,161.500000,159.470001,160.039993,157.079300,14891500
2021-03-22,158.309998,160.649994,158.000000,160.500000,157.530792,7544100
2021-03-23,160.210007,161.199997,158.880005,160.350006,157.383575,7178300
2021-03-24,160.100006,162.479996,159.820007,161.910004,158.914703,6370100
2021-03-25,162.440002,162.449997,160.639999,161.970001,158.973587,6269800
2021-03-26,162.089996,165.100006,161.380005,164.929993,161.878830,7619200
2021-03-29,163.830002,167.029999,163.630005,166.039993,162.968292,8535100
2021-03-30,165.020004,165.660004,164.229996,165.009995,161.957352,7236300
2021-03-31,164.960007,165.389999,163.699997,164.350006,161.309570,8281500
2021-04-01,162.600006,163.839996,162.259995,162.830002,159.817703,7229700
2021-04-05,163.639999,164.750000,162.660004,163.429993,160.406570,7387100
2021-04-06,164.080002,164.520004,163.000000,163.389999,160.367325,5074200
2021-04-07,163.550003,164.279999,163.320007,163.610001,160.583252,4608000
2021-04-08,164.000000,164.110001,162.850006,162.970001,159.955093,5039400
2021-04-09,162.119995,162.929993,159.779999,161.250000,158.266907,8418300
2021-04-12,161.089996,162.080002,160.339996,161.639999,158.649689,5022800
2021-04-13,156.860001,159.929993,156.529999,159.479996,156.529648,18424100
2021-04-14,157.830002,160.110001,157.539993,159.919998,156.961517,7718300
2021-04-15,160.720001,162.389999,160.229996,160.389999,157.422821,7524600
2021-04-16,161.339996,162.509995,160.559998,162.240005,159.238602,9049400
2021-04-19,162.500000,163.110001,160.839996,162.690002,159.680283,8353500
2021-04-20,161.000000,167.789993,161.000000,166.479996,163.400146,14050700
2021-04-21,166.369995,166.910004,165.289993,166.589996,163.508133,6333200
2021-04-22,165.839996,166.279999,164.619995,165.179993,162.124207,7233000
2021-04-23,164.529999,166.059998,164.000000,165.520004,162.457916,6015300
2021-04-26,165.210007,165.410004,163.759995,164.119995,161.083801,6027800
2021-04-27,163.759995,163.910004,162.470001,163.179993,160.161194,6217700
2021-04-28,162.860001,163.199997,161.649994,161.979996,158.983414,7448000
2021-04-29,161.899994,164.259995,161.809998,164.199997,161.162323,6394300
